 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
 0.47355E+00   0.69966E-01   0.18261E-01
 0.47539E+00   0.69951E-01   0.18261E-01
 0.47732E+00   0.69926E-01   0.18261E-01
 0.47932E+00   0.69902E-01   0.18261E-01
 0.48139E+00   0.69872E-01   0.18261E-01
 0.48356E+00   0.69832E-01   0.18261E-01
 0.48580E+00   0.69785E-01   0.18261E-01
 0.48814E+00   0.69730E-01   0.18261E-01
 0.49057E+00   0.69664E-01   0.18261E-01
 0.49310E+00   0.69588E-01   0.18261E-01
 0.49573E+00   0.69498E-01   0.18261E-01
 0.49836E+00   0.69394E-01   0.18261E-01
 0.50089E+00   0.69284E-01   0.18261E-01
 0.50332E+00   0.69169E-01   0.18261E-01
 0.50565E+00   0.69046E-01   0.18261E-01
 0.50790E+00   0.68922E-01   0.18261E-01
 0.51006E+00   0.68796E-01   0.18261E-01
 0.51213E+00   0.68664E-01   0.18261E-01
 0.51412E+00   0.68529E-01   0.18261E-01
 0.51604E+00   0.68394E-01   0.18261E-01
 0.51789E+00   0.68258E-01   0.18261E-01
 0.51966E+00   0.68124E-01   0.18261E-01
 0.52136E+00   0.67989E-01   0.18261E-01
 0.52300E+00   0.67853E-01   0.18261E-01
 0.52457E+00   0.67716E-01   0.18261E-01
 0.52609E+00   0.67580E-01   0.18261E-01
Zone i=   80 j=   61 f=point
 0.16050E-02   0.00000E+00  -0.46957E-01
 0.21058E-01   0.00000E+00  -0.46957E-01
 0.39763E-01   0.00000E+00  -0.46957E-01
 0.57748E-01   0.00000E+00  -0.46957E-01
 0.75041E-01   0.00000E+00  -0.46957E-01
 0.91670E-01   0.00000E+00  -0.46957E-01
 0.10766E+00   0.00000E+00  -0.46957E-01
 0.12303E+00   0.00000E+00  -0.46957E-01
 0.13782E+00   0.00000E+00  -0.46957E-01
 0.15203E+00   0.00000E+00  -0.46957E-01
 0.16570E+00   0.00000E+00  -0.46957E-01
 0.17884E+00   0.00000E+00  -0.46957E-01
 0.19147E+00   0.00000E+00  -0.46957E-01
 0.20362E+00   0.00000E+00  -0.46957E-01
 0.21531E+00   0.00000E+00  -0.46957E-01
 0.22654E+00   0.00000E+00  -0.46957E-01
 0.23734E+00   0.00000E+00  -0.46957E-01
 0.24773E+00   0.00000E+00  -0.46957E-01
 0.25772E+00   0.00000E+00  -0.46957E-01
 0.26732E+00   0.00000E+00  -0.46957E-01
 0.27655E+00   0.00000E+00  -0.46957E-01
 0.28543E+00   0.00000E+00  -0.46957E-01
 0.29397E+00   0.00000E+00  -0.46957E-01
 0.30217E+00   0.00000E+00  -0.46957E-01
 0.31007E+00   0.00000E+00  -0.46957E-01
 0.31766E+00   0.00000E+00  -0.46957E-01
 0.32495E+00   0.00000E+00  -0.46957E-01
 0.33197E+00   0.00000E+00  -0.46957E-01
 0.33872E+00   0.00000E+00  -0.46957E-01
 0.34520E+00   0.00000E+00  -0.46957E-01
 0.35144E+00   0.00000E+00  -0.46957E-01
 0.35744E+00   0.00000E+00  -0.46957E-01
 0.36321E+00   0.00000E+00  -0.46957E-01
 0.36875E+00   0.00000E+00  -0.46957E-01
 0.37408E+00   0.00000E+00  -0.46957E-01
 0.37921E+00   0.00000E+00  -0.46957E-01
 0.38414E+00   0.00000E+00  -0.46957E-01
 0.38888E+00   0.00000E+00  -0.46957E-01
 0.39344E+00   0.00000E+00  -0.46957E-01
 0.39782E+00   0.00000E+00  -0.46957E-01
 0.40203E+00   0.00000E+00  -0.46957E-01
 0.40609E+00   0.00000E+00  -0.46957E-01
 0.40998E+00   0.00000E+00  -0.46957E-01
 0.41373E+00   0.00000E+00  -0.46957E-01
 0.41733E+00   0.00000E+00  -0.46957E-01
 0.42079E+00   0.00000E+00  -0.46957E-01
 0.42412E+00   0.00000E+00  -0.46957E-01
 0.42733E+00   0.00000E+00  -0.46957E-01
 0.43040E+00   0.00000E+00  -0.46957E-01
 0.43336E+00   0.00000E+00  -0.46957E-01
 0.43621E+00   0.00000E+00  -0.46957E-01
 0.43894E+00   0.00000E+00  -0.46806E-01
 0.44157E+00   0.00000E+00  -0.46577E-01
 0.44408E+00   0.00000E+00  -0.46262E-01
 0.44648E+00   0.00000E+00  -0.45873E-01
 0.44877E+00   0.00000E+00  -0.45410E-01
 0.45096E+00   0.00000E+00  -0.44888E-01
 0.45305E+00   0.00000E+00  -0.44320E-01
 0.45504E+00   0.00000E+00  -0.43706E-01
 0.45692E+00   0.00000E+00  -0.43046E-01
 0.45871E+00   0.00000E+00  -0.42329E-01
 0.46040E+00   0.00000E+00  -0.41576E-01
 0.46199E+00   0.00000E+00  -0.40789E-01
 0.46349E+00   0.00000E+00  -0.39975E-01
 0.46491E+00   0.00000E+00  -0.39143E-01
 0.46625E+00   0.00000E+00  -0.38307E-01
 0.46752E+00   0.00000E+00  -0.37461E-01
 0.46869E+00   0.00000E+00  -0.36590E-01
 0.46979E+00   0.00000E+00  -0.35712E-01
 0.47083E+00   0.00000E+00  -0.34849E-01
 0.47183E+00   0.00000E+00  -0.34020E-01
 0.47283E+00   0.00000E+00  -0.33279E-01
 0.47387E+00   0.00000E+00  -0.32684E-01
 0.47492E+00   0.00000E+00  -0.32221E-01
 0.47602E+00   0.00000E+00  -0.32040E-01
 0.47707E+00   0.00000E+00  -0.31897E-01
 0.47802E+00   0.00000E+00  -0.31517E-01
 0.47875E+00   0.00000E+00  -0.30858E-01
 0.47920E+00   0.00000E+00  -0.30027E-01
 0.47935E+00   0.00000E+00  -0.29130E-01
 0.16050E-02   0.18479E-02  -0.46957E-01
 0.21078E-01   0.18335E-02  -0.46957E-01
 0.39802E-01   0.18177E-02  -0.46957E-01
 0.57806E-01   0.18007E-02  -0.46957E-01
 0.75118E-01   0.17816E-02  -0.46957E-01
 0.91764E-01   0.17600E-02  -0.46957E-01
 0.10777E+00   0.17356E-02  -0.46957E-01
 0.12316E+00   0.17096E-02  -0.46957E-01
 0.13796E+00   0.16828E-02  -0.46957E-01
 0.15219E+00   0.16560E-02  -0.46957E-01
 0.16587E+00   0.16293E-02  -0.46957E-01
 0.17902E+00   0.16028E-02  -0.46957E-01
 0.19167E+00   0.15769E-02  -0.46957E-01
 0.20384E+00   0.15508E-02  -0.46957E-01
 0.21553E+00   0.15252E-02  -0.46957E-01
 0.22678E+00   0.15005E-02  -0.46957E-01
 0.23759E+00   0.14770E-02  -0.46957E-01
 0.24799E+00   0.14550E-02  -0.46957E-01
 0.25798E+00   0.14347E-02  -0.46957E-01
 0.26759E+00   0.14163E-02  -0.46957E-01
 0.27684E+00   0.13992E-02  -0.46957E-01
 0.28572E+00   0.13831E-02  -0.46957E-01
 0.29427E+00   0.13680E-02  -0.46957E-01
 0.30249E+00   0.13541E-02  -0.46957E-01
 0.31039E+00   0.13417E-02  -0.46957E-01
 0.31798E+00   0.13306E-02  -0.46957E-01
 0.32529E+00   0.13208E-02  -0.46957E-01
 0.33231E+00   0.13121E-02  -0.46957E-01
 0.33907E+00   0.13045E-02  -0.46957E-01
 0.34556E+00   0.12979E-02  -0.46957E-01
 0.35180E+00   0.12925E-02  -0.46957E-01
 0.35781E+00   0.12886E-02  -0.46957E-01
 0.36358E+00   0.12861E-02  -0.46957E-01
 0.36913E+00   0.12848E-02  -0.46957E-01
 0.37447E+00   0.12846E-02  -0.46957E-01
 0.37960E+00   0.12849E-02  -0.46957E-01
 0.38454E+00   0.12860E-02  -0.46957E-01
 0.38928E+00   0.12875E-02  -0.46957E-01
 0.39384E+00   0.12893E-02  -0.46957E-01
 0.39823E+00   0.12916E-02  -0.46956E-01
 0.40245E+00   0.12942E-02  -0.46958E-01
 0.40651E+00   0.12965E-02  -0.46944E-01
 0.41041E+00   0.12981E-02  -0.46915E-01
 0.41416E+00   0.13002E-02  -0.46889E-01
 0.41776E+00   0.13021E-02  -0.46863E-01
 0.42123E+00   0.13036E-02  -0.46831E-01
 0.42456E+00   0.13018E-02  -0.46783E-01
 0.42777E+00   0.12916E-02  -0.46702E-01
 0.43085E+00   0.12740E-02  -0.46602E-01
 0.43381E+00   0.12325E-02  -0.46475E-01
 0.43665E+00   0.11790E-02  -0.46323E-01
 0.43939E+00   0.11713E-02  -0.46144E-01
 0.44201E+00   0.11764E-02  -0.45897E-01
 0.44453E+00   0.11977E-02  -0.45605E-01
 0.44694E+00   0.12343E-02  -0.45273E-01
 0.44925E+00   0.12730E-02  -0.44902E-01
 0.45147E+00   0.13007E-02  -0.44488E-01
 0.45357E+00   0.13109E-02  -0.43966E-01
 0.45555E+00   0.13079E-02  -0.43336E-01
 0.45743E+00   0.13009E-02  -0.42636E-01
 0.45920E+00   0.12926E-02  -0.41889E-01
 0.46088E+00   0.12844E-02  -0.41110E-01
 0.46247E+00   0.12792E-02  -0.40315E-01
 0.46399E+00   0.12772E-02  -0.39515E-01
 0.46542E+00   0.12755E-02  -0.38709E-01
 0.46677E+00   0.12790E-02  -0.37881E-01
 0.46802E+00   0.12875E-02  -0.37011E-01
 0.46917E+00   0.12876E-02  -0.36118E-01
 0.47025E+00   0.13016E-02  -0.35206E-01
 0.47127E+00   0.13095E-02  -0.34322E-01
 0.47226E+00   0.13246E-02  -0.33485E-01
 0.47324E+00   0.13466E-02  -0.32701E-01
 0.47423E+00   0.13918E-02  -0.32021E-01
 0.47526E+00   0.15497E-02  -0.31540E-01
 0.47629E+00   0.18669E-02  -0.31265E-01
 0.47723E+00   0.19071E-02  -0.30802E-01
 0.47793E+00   0.15681E-02  -0.30134E-01
 0.47842E+00   0.10724E-02  -0.29435E-01
 0.47880E+00   0.53610E-03  -0.28754E-01
 0.47915E+00   0.00000E+00  -0.28097E-01
 0.16050E-02   0.37142E-02  -0.46957E-01
 0.21085E-01   0.36848E-02  -0.46957E-01
 0.39815E-01   0.36524E-02  -0.46957E-01
 0.57825E-01   0.36176E-02  -0.46957E-01
 0.75143E-01   0.35786E-02  -0.46957E-01
 0.91794E-01   0.35347E-02  -0.46957E-01
 0.10781E+00   0.34851E-02  -0.46957E-01
 0.12320E+00   0.34323E-02  -0.46957E-01
 0.13800E+00   0.33781E-02  -0.46957E-01
 0.15224E+00   0.33238E-02  -0.46957E-01
 0.16592E+00   0.32697E-02  -0.46957E-01
 0.17908E+00   0.32162E-02  -0.46957E-01
 0.19174E+00   0.31637E-02  -0.46957E-01
 0.20390E+00   0.31109E-02  -0.46957E-01
 0.21560E+00   0.30592E-02  -0.46957E-01
 0.22685E+00   0.30093E-02  -0.46957E-01
 0.23767E+00   0.29618E-02  -0.46957E-01
 0.24807E+00   0.29173E-02  -0.46957E-01
 0.25807E+00   0.28763E-02  -0.46957E-01
 0.26768E+00   0.28391E-02  -0.46957E-01
 0.27693E+00   0.28046E-02  -0.46957E-01
 0.28582E+00   0.27720E-02  -0.46957E-01
 0.29437E+00   0.27415E-02  -0.46957E-01
 0.30259E+00   0.27135E-02  -0.46957E-01
 0.31049E+00   0.26883E-02  -0.46957E-01
 0.31809E+00   0.26658E-02  -0.46957E-01
 0.32540E+00   0.26459E-02  -0.46957E-01
 0.33242E+00   0.26284E-02  -0.46957E-01
 0.33918E+00   0.26129E-02  -0.46957E-01
 0.34568E+00   0.25995E-02  -0.46957E-01
 0.35192E+00   0.25887E-02  -0.46957E-01
 0.35793E+00   0.25806E-02  -0.46957E-01
 0.36370E+00   0.25755E-02  -0.46957E-01
 0.36926E+00   0.25728E-02  -0.46957E-01
 0.37460E+00   0.25722E-02  -0.46957E-01
 0.37973E+00   0.25728E-02  -0.46957E-01
 0.38467E+00   0.25747E-02  -0.46956E-01
 0.38941E+00   0.25772E-02  -0.46950E-01
 0.39398E+00   0.25788E-02  -0.46913E-01
 0.39837E+00   0.25822E-02  -0.46884E-01
 0.40259E+00   0.25849E-02  -0.46847E-01
 0.40664E+00   0.25838E-02  -0.46784E-01
 0.41054E+00   0.25826E-02  -0.46715E-01
 0.41429E+00   0.25796E-02  -0.46644E-01
 0.41790E+00   0.25735E-02  -0.46561E-01
 0.42137E+00   0.25612E-02  -0.46459E-01
 0.42470E+00   0.25395E-02  -0.46333E-01
 0.42790E+00   0.25118E-02  -0.46198E-01
 0.43098E+00   0.24753E-02  -0.46043E-01
 0.43394E+00   0.24180E-02  -0.45875E-01
 0.43678E+00   0.23448E-02  -0.45671E-01
 0.43951E+00   0.22954E-02  -0.45410E-01
 0.44213E+00   0.22698E-02  -0.45110E-01
 0.44464E+00   0.22815E-02  -0.44798E-01
 0.44706E+00   0.23413E-02  -0.44497E-01
 0.44938E+00   0.24106E-02  -0.44171E-01
 0.45160E+00   0.24406E-02  -0.43761E-01
 0.45370E+00   0.24605E-02  -0.43256E-01
 0.45570E+00   0.24781E-02  -0.42664E-01
 0.45759E+00   0.24847E-02  -0.41995E-01
 0.45937E+00   0.24842E-02  -0.41272E-01
 0.46106E+00   0.24795E-02  -0.40510E-01
 0.46266E+00   0.24700E-02  -0.39721E-01
 0.46417E+00   0.24585E-02  -0.38917E-01
 0.46560E+00   0.24513E-02  -0.38109E-01
 0.46694E+00   0.24635E-02  -0.37272E-01
 0.46817E+00   0.24609E-02  -0.36373E-01
 0.46930E+00   0.24342E-02  -0.35438E-01
 0.47035E+00   0.24513E-02  -0.34507E-01
 0.47137E+00   0.24614E-02  -0.33616E-01
 0.47232E+00   0.24414E-02  -0.32729E-01
 0.47322E+00   0.24001E-02  -0.31858E-01
 0.47412E+00   0.24158E-02  -0.31070E-01
 0.47506E+00   0.25636E-02  -0.30408E-01
 0.47595E+00   0.27755E-02  -0.29776E-01
 0.47678E+00   0.27405E-02  -0.29115E-01
 0.47743E+00   0.22484E-02  -0.28510E-01
 0.47790E+00   0.15354E-02  -0.28016E-01
 0.47827E+00   0.76642E-03  -0.27594E-01
 0.47858E+00   0.00000E+00  -0.27210E-01
 0.16050E-02   0.55992E-02  -0.46957E-01
 0.21057E-01   0.55540E-02  -0.46957E-01
 0.39760E-01   0.55043E-02  -0.46957E-01
 0.57745E-01   0.54512E-02  -0.46957E-01
 0.75037E-01   0.53918E-02  -0.46957E-01
 0.91665E-01   0.53249E-02  -0.46957E-01
 0.10765E+00   0.52496E-02  -0.46957E-01
 0.12303E+00   0.51695E-02  -0.46957E-01
 0.13781E+00   0.50873E-02  -0.46957E-01
 0.15202E+00   0.50051E-02  -0.46957E-01
 0.16569E+00   0.49231E-02  -0.46957E-01
 0.17883E+00   0.48420E-02  -0.46957E-01
 0.19146E+00   0.47626E-02  -0.46957E-01
 0.20361E+00   0.46829E-02  -0.46957E-01
 0.21529E+00   0.46046E-02  -0.46957E-01
 0.22653E+00   0.45291E-02  -0.46957E-01
 0.23733E+00   0.44572E-02  -0.46957E-01
 0.24771E+00   0.43898E-02  -0.46957E-01
 0.25770E+00   0.43276E-02  -0.46957E-01
 0.26730E+00   0.42712E-02  -0.46957E-01
 0.27653E+00   0.42189E-02  -0.46957E-01
 0.28541E+00   0.41695E-02  -0.46957E-01
 0.29395E+00   0.41233E-02  -0.46957E-01
 0.30215E+00   0.40807E-02  -0.46957E-01
 0.31005E+00   0.40423E-02  -0.46957E-01
 0.31764E+00   0.40081E-02  -0.46957E-01
 0.32493E+00   0.39778E-02  -0.46957E-01
 0.33195E+00   0.39510E-02  -0.46957E-01
 0.33869E+00   0.39273E-02  -0.46957E-01
 0.34518E+00   0.39067E-02  -0.46957E-01
 0.35142E+00   0.38898E-02  -0.46957E-01
 0.35742E+00   0.38772E-02  -0.46957E-01
 0.36318E+00   0.38689E-02  -0.46957E-01
 0.36873E+00   0.38643E-02  -0.46957E-01
 0.37406E+00   0.38628E-02  -0.46953E-01
 0.37918E+00   0.38615E-02  -0.46915E-01
 0.38411E+00   0.38605E-02  -0.46861E-01
 0.38885E+00   0.38582E-02  -0.46793E-01
 0.39341E+00   0.38513E-02  -0.46701E-01
 0.39779E+00   0.38470E-02  -0.46625E-01
 0.40200E+00   0.38463E-02  -0.46552E-01
 0.40606E+00   0.38407E-02  -0.46462E-01
 0.40995E+00   0.38368E-02  -0.46375E-01
 0.41369E+00   0.38289E-02  -0.46275E-01
 0.41729E+00   0.38154E-02  -0.46157E-01
 0.42075E+00   0.37841E-02  -0.45995E-01
 0.42408E+00   0.37408E-02  -0.45811E-01
 0.42727E+00   0.36827E-02  -0.45606E-01
 0.43034E+00   0.36171E-02  -0.45394E-01
 0.43330E+00   0.35471E-02  -0.45191E-01
 0.43613E+00   0.34664E-02  -0.44984E-01
 0.43886E+00   0.33996E-02  -0.44713E-01
 0.44147E+00   0.33553E-02  -0.44402E-01
 0.44398E+00   0.33508E-02  -0.44085E-01
 0.44639E+00   0.33847E-02  -0.43767E-01
 0.44871E+00   0.34280E-02  -0.43426E-01
 0.45092E+00   0.34476E-02  -0.43028E-01
 0.45303E+00   0.34534E-02  -0.42551E-01
 0.45503E+00   0.34623E-02  -0.41994E-01
 0.45694E+00   0.34753E-02  -0.41371E-01
 0.45873E+00   0.34828E-02  -0.40692E-01
 0.46043E+00   0.34736E-02  -0.39959E-01
 0.46203E+00   0.34454E-02  -0.39186E-01
 0.46354E+00   0.34051E-02  -0.38389E-01
 0.46498E+00   0.33817E-02  -0.37591E-01
 0.46634E+00   0.33840E-02  -0.36791E-01
 0.46756E+00   0.33286E-02  -0.35884E-01
 0.46868E+00   0.32260E-02  -0.34947E-01
 0.46972E+00   0.31874E-02  -0.34008E-01
 0.47072E+00   0.31649E-02  -0.33095E-01
 0.47166E+00   0.30704E-02  -0.32203E-01
 0.47251E+00   0.29270E-02  -0.31307E-01
 0.47335E+00   0.28589E-02  -0.30443E-01
 0.47418E+00   0.28610E-02  -0.29643E-01
 0.47500E+00   0.28398E-02  -0.28895E-01
 0.47574E+00   0.26827E-02  -0.28149E-01
 0.47640E+00   0.22985E-02  -0.27469E-01
 0.47695E+00   0.16309E-02  -0.27006E-01
 0.47738E+00   0.82364E-03  -0.26752E-01
 0.47774E+00   0.00000E+00  -0.26590E-01
 0.16050E-02   0.75030E-02  -0.46957E-01
 0.21001E-01   0.74414E-02  -0.46957E-01
 0.39652E-01   0.73739E-02  -0.46957E-01
 0.57585E-01   0.73019E-02  -0.46957E-01
 0.74828E-01   0.72215E-02  -0.46957E-01
 0.91408E-01   0.71313E-02  -0.46957E-01
 0.10735E+00   0.70300E-02  -0.46957E-01
 0.12268E+00   0.69223E-02  -0.46957E-01
 0.13742E+00   0.68117E-02  -0.46957E-01
 0.15159E+00   0.67013E-02  -0.46957E-01
 0.16522E+00   0.65909E-02  -0.46957E-01
 0.17832E+00   0.64821E-02  -0.46957E-01
 0.19092E+00   0.63752E-02  -0.46957E-01
 0.20304E+00   0.62685E-02  -0.46957E-01
 0.21468E+00   0.61634E-02  -0.46957E-01
 0.22589E+00   0.60620E-02  -0.46957E-01
 0.23665E+00   0.59654E-02  -0.46957E-01
 0.24701E+00   0.58746E-02  -0.46957E-01
 0.25697E+00   0.57908E-02  -0.46957E-01
 0.26654E+00   0.57148E-02  -0.46957E-01
 0.27575E+00   0.56443E-02  -0.46957E-01
 0.28460E+00   0.55778E-02  -0.46957E-01
 0.29311E+00   0.55156E-02  -0.46957E-01
 0.30130E+00   0.54579E-02  -0.46957E-01
 0.30916E+00   0.54059E-02  -0.46957E-01
 0.31673E+00   0.53595E-02  -0.46957E-01
 0.32401E+00   0.53182E-02  -0.46957E-01
 0.33100E+00   0.52817E-02  -0.46957E-01
 0.33773E+00   0.52493E-02  -0.46957E-01
 0.34420E+00   0.52210E-02  -0.46957E-01
 0.35042E+00   0.51974E-02  -0.46957E-01
 0.35640E+00   0.51794E-02  -0.46957E-01
 0.36215E+00   0.51665E-02  -0.46939E-01
 0.36768E+00   0.51586E-02  -0.46914E-01
 0.37299E+00   0.51536E-02  -0.46877E-01
 0.37810E+00   0.51441E-02  -0.46766E-01
 0.38302E+00   0.51329E-02  -0.46644E-01
 0.38774E+00   0.51178E-02  -0.46509E-01
 0.39229E+00   0.51024E-02  -0.46380E-01
 0.39665E+00   0.50867E-02  -0.46259E-01
 0.40085E+00   0.50744E-02  -0.46147E-01
 0.40489E+00   0.50621E-02  -0.46036E-01
 0.40878E+00   0.50506E-02  -0.45925E-01
 0.41251E+00   0.50361E-02  -0.45802E-01
 0.41610E+00   0.50062E-02  -0.45643E-01
 0.41954E+00   0.49579E-02  -0.45445E-01
 0.42286E+00   0.48931E-02  -0.45218E-01
 0.42604E+00   0.48074E-02  -0.44962E-01
 0.42909E+00   0.47066E-02  -0.44693E-01
 0.43203E+00   0.46059E-02  -0.44436E-01
 0.43486E+00   0.45025E-02  -0.44204E-01
 0.43758E+00   0.44145E-02  -0.43950E-01
 0.44018E+00   0.43562E-02  -0.43651E-01
 0.44269E+00   0.43304E-02  -0.43338E-01
 0.44509E+00   0.43407E-02  -0.43023E-01
 0.44740E+00   0.43412E-02  -0.42668E-01
 0.44960E+00   0.43149E-02  -0.42264E-01
 0.45171E+00   0.42733E-02  -0.41811E-01
 0.45372E+00   0.42350E-02  -0.41292E-01
 0.45563E+00   0.42143E-02  -0.40715E-01
 0.45744E+00   0.42127E-02  -0.40094E-01
 0.45916E+00   0.41999E-02  -0.39421E-01
 0.46078E+00   0.41579E-02  -0.38695E-01
 0.46230E+00   0.40961E-02  -0.37935E-01
 0.46374E+00   0.40296E-02  -0.37160E-01
 0.46512E+00   0.39793E-02  -0.36386E-01
 0.46641E+00   0.39276E-02  -0.35596E-01
 0.46754E+00   0.37722E-02  -0.34693E-01
 0.46860E+00   0.36315E-02  -0.33788E-01
 0.46959E+00   0.35326E-02  -0.32882E-01
 0.47052E+00   0.33970E-02  -0.31989E-01
 0.47141E+00   0.31987E-02  -0.31137E-01
 0.47222E+00   0.30242E-02  -0.30280E-01
 0.47300E+00   0.29069E-02  -0.29436E-01
 0.47375E+00   0.27952E-02  -0.28634E-01
 0.47448E+00   0.25659E-02  -0.27892E-01
 0.47516E+00   0.21420E-02  -0.27261E-01
 0.47576E+00   0.15070E-02  -0.26815E-01
 0.47627E+00   0.76228E-03  -0.26530E-01
 0.47672E+00   0.00000E+00  -0.26322E-01
 0.16050E-02   0.94259E-02  -0.46957E-01
 0.20944E-01   0.93472E-02  -0.46957E-01
 0.39538E-01   0.92612E-02  -0.46957E-01
 0.57418E-01   0.91697E-02  -0.46957E-01
 0.74610E-01   0.90678E-02  -0.46957E-01
 0.91141E-01   0.89539E-02  -0.46957E-01
 0.10704E+00   0.88261E-02  -0.46957E-01
 0.12232E+00   0.86903E-02  -0.46957E-01
 0.13701E+00   0.85509E-02  -0.46957E-01
 0.15114E+00   0.84118E-02  -0.46957E-01
 0.16473E+00   0.82728E-02  -0.46957E-01
 0.17779E+00   0.81357E-02  -0.46957E-01
 0.19035E+00   0.80012E-02  -0.46957E-01
 0.20243E+00   0.78671E-02  -0.46957E-01
 0.21405E+00   0.77348E-02  -0.46957E-01
 0.22521E+00   0.76072E-02  -0.46957E-01
 0.23595E+00   0.74854E-02  -0.46957E-01
 0.24627E+00   0.73709E-02  -0.46957E-01
 0.25620E+00   0.72651E-02  -0.46957E-01
 0.26575E+00   0.71689E-02  -0.46957E-01
 0.27493E+00   0.70799E-02  -0.46957E-01
 0.28375E+00   0.69960E-02  -0.46957E-01
 0.29224E+00   0.69174E-02  -0.46957E-01
 0.30040E+00   0.68443E-02  -0.46957E-01
 0.30824E+00   0.67782E-02  -0.46957E-01
 0.31579E+00   0.67192E-02  -0.46957E-01
 0.32304E+00   0.66664E-02  -0.46957E-01
 0.33002E+00   0.66199E-02  -0.46957E-01
 0.33672E+00   0.65783E-02  -0.46957E-01
 0.34317E+00   0.65419E-02  -0.46956E-01
 0.34937E+00   0.65106E-02  -0.46934E-01
 0.35533E+00   0.64858E-02  -0.46904E-01
 0.36107E+00   0.64633E-02  -0.46830E-01
 0.36658E+00   0.64468E-02  -0.46755E-01
 0.37188E+00   0.64307E-02  -0.46663E-01
 0.37697E+00   0.64125E-02  -0.46518E-01
 0.38187E+00   0.63929E-02  -0.46357E-01
 0.38658E+00   0.63667E-02  -0.46180E-01
 0.39111E+00   0.63385E-02  -0.46006E-01
 0.39546E+00   0.63106E-02  -0.45843E-01
 0.39965E+00   0.62779E-02  -0.45678E-01
 0.40367E+00   0.62442E-02  -0.45516E-01
 0.40754E+00   0.62143E-02  -0.45365E-01
 0.41126E+00   0.61773E-02  -0.45199E-01
 0.41484E+00   0.61212E-02  -0.44998E-01
 0.41827E+00   0.60448E-02  -0.44761E-01
 0.42157E+00   0.59552E-02  -0.44500E-01
 0.42474E+00   0.58478E-02  -0.44215E-01
 0.42778E+00   0.57230E-02  -0.43913E-01
 0.43071E+00   0.55930E-02  -0.43616E-01
 0.43352E+00   0.54625E-02  -0.43342E-01
 0.43623E+00   0.53392E-02  -0.43084E-01
 0.43883E+00   0.52599E-02  -0.42801E-01
 0.44133E+00   0.52210E-02  -0.42501E-01
 0.44372E+00   0.51957E-02  -0.42183E-01
 0.44602E+00   0.51558E-02  -0.41826E-01
 0.44822E+00   0.50859E-02  -0.41418E-01
 0.45032E+00   0.49934E-02  -0.40973E-01
 0.45233E+00   0.49013E-02  -0.40489E-01
 0.45424E+00   0.48323E-02  -0.39954E-01
 0.45606E+00   0.47850E-02  -0.39374E-01
 0.45779E+00   0.47428E-02  -0.38754E-01
 0.45943E+00   0.46766E-02  -0.38084E-01
 0.46097E+00   0.45821E-02  -0.37370E-01
 0.46242E+00   0.44813E-02  -0.36634E-01
 0.46380E+00   0.43818E-02  -0.35890E-01
 0.46511E+00   0.42709E-02  -0.35143E-01
 0.46634E+00   0.41298E-02  -0.34373E-01
 0.46741E+00   0.39337E-02  -0.33508E-01
 0.46842E+00   0.37484E-02  -0.32642E-01
 0.46937E+00   0.35614E-02  -0.31787E-01
 0.47025E+00   0.33367E-02  -0.30934E-01
 0.47109E+00   0.31060E-02  -0.30124E-01
 0.47189E+00   0.29316E-02  -0.29312E-01
 0.47262E+00   0.27656E-02  -0.28503E-01
 0.47332E+00   0.24801E-02  -0.27761E-01
 0.47399E+00   0.20346E-02  -0.27135E-01
 0.47461E+00   0.14492E-02  -0.26658E-01
 0.47518E+00   0.75553E-03  -0.26361E-01
 0.47566E+00   0.00000E+00  -0.26248E-01
 0.16050E-02   0.11368E-01  -0.46957E-01
 0.20884E-01   0.11272E-01  -0.46957E-01
 0.39422E-01   0.11166E-01  -0.46957E-01
 0.57247E-01   0.11055E-01  -0.46957E-01
 0.74386E-01   0.10931E-01  -0.46957E-01
 0.90865E-01   0.10793E-01  -0.46957E-01
 0.10671E+00   0.10638E-01  -0.46957E-01
 0.12195E+00   0.10474E-01  -0.46957E-01
 0.13660E+00   0.10305E-01  -0.46957E-01
 0.15068E+00   0.10137E-01  -0.46957E-01
 0.16423E+00   0.99689E-02  -0.46957E-01
 0.17725E+00   0.98031E-02  -0.46957E-01
 0.18977E+00   0.96407E-02  -0.46957E-01
 0.20181E+00   0.94788E-02  -0.46957E-01
 0.21339E+00   0.93191E-02  -0.46957E-01
 0.22452E+00   0.91648E-02  -0.46957E-01
 0.23523E+00   0.90176E-02  -0.46957E-01
 0.24552E+00   0.88789E-02  -0.46957E-01
 0.25542E+00   0.87506E-02  -0.46957E-01
 0.26493E+00   0.86337E-02  -0.46957E-01
 0.27408E+00   0.85260E-02  -0.46957E-01
 0.28288E+00   0.84243E-02  -0.46957E-01
 0.29134E+00   0.83290E-02  -0.46957E-01
 0.29947E+00   0.82401E-02  -0.46957E-01
 0.30730E+00   0.81595E-02  -0.46957E-01
 0.31482E+00   0.80874E-02  -0.46957E-01
 0.32205E+00   0.80228E-02  -0.46957E-01
 0.32900E+00   0.79656E-02  -0.46957E-01
 0.33569E+00   0.79145E-02  -0.46945E-01
 0.34212E+00   0.78688E-02  -0.46915E-01
 0.34830E+00   0.78249E-02  -0.46828E-01
