 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
 0.16022E+00   0.69766E-01  -0.23525E-01
 0.17292E+00   0.69471E-01  -0.23352E-01
 0.18512E+00   0.69028E-01  -0.23117E-01
 0.19686E+00   0.68570E-01  -0.22835E-01
 0.20813E+00   0.68030E-01  -0.22524E-01
 0.21897E+00   0.67413E-01  -0.22157E-01
 0.22938E+00   0.66725E-01  -0.21738E-01
 0.23938E+00   0.65984E-01  -0.21264E-01
 0.24899E+00   0.65222E-01  -0.20748E-01
 0.25823E+00   0.64462E-01  -0.20208E-01
 0.26711E+00   0.63709E-01  -0.19668E-01
 0.27564E+00   0.62954E-01  -0.19126E-01
 0.28384E+00   0.62179E-01  -0.18574E-01
 0.29171E+00   0.61372E-01  -0.17997E-01
 0.29927E+00   0.60536E-01  -0.17377E-01
 0.30652E+00   0.59691E-01  -0.16709E-01
 0.31349E+00   0.58861E-01  -0.16020E-01
 0.32020E+00   0.58053E-01  -0.15345E-01
 0.32664E+00   0.57265E-01  -0.14698E-01
 0.33283E+00   0.56495E-01  -0.14096E-01
 0.33879E+00   0.55740E-01  -0.13536E-01
 0.34451E+00   0.54993E-01  -0.13008E-01
 0.35002E+00   0.54253E-01  -0.12506E-01
 0.35530E+00   0.53518E-01  -0.12023E-01
 0.36038E+00   0.52788E-01  -0.11538E-01
 0.36526E+00   0.52070E-01  -0.11064E-01
 0.36996E+00   0.51366E-01  -0.10610E-01
 0.37447E+00   0.50677E-01  -0.10179E-01
 0.37880E+00   0.50006E-01  -0.97785E-02
 0.38297E+00   0.49351E-01  -0.94143E-02
 0.38698E+00   0.48713E-01  -0.90880E-02
 0.39084E+00   0.48092E-01  -0.87992E-02
 0.39455E+00   0.47483E-01  -0.85429E-02
 0.39811E+00   0.46886E-01  -0.83049E-02
 0.40154E+00   0.46299E-01  -0.80821E-02
 0.40483E+00   0.45722E-01  -0.78684E-02
 0.40799E+00   0.45157E-01  -0.76577E-02
 0.41103E+00   0.44598E-01  -0.74414E-02
 0.41394E+00   0.44048E-01  -0.72167E-02
 0.41674E+00   0.43509E-01  -0.69834E-02
 0.41944E+00   0.42985E-01  -0.67462E-02
 0.42202E+00   0.42473E-01  -0.65084E-02
 0.42451E+00   0.41976E-01  -0.62793E-02
 0.42689E+00   0.41493E-01  -0.60601E-02
 0.42919E+00   0.41023E-01  -0.58466E-02
 0.43139E+00   0.40564E-01  -0.56468E-02
 0.43352E+00   0.40117E-01  -0.54577E-02
 0.43555E+00   0.39686E-01  -0.52731E-02
 0.43751E+00   0.39279E-01  -0.50931E-02
 0.43940E+00   0.38897E-01  -0.49208E-02
 0.44122E+00   0.38538E-01  -0.47590E-02
 0.44297E+00   0.38207E-01  -0.46057E-02
 0.44465E+00   0.37907E-01  -0.44584E-02
 0.44628E+00   0.37633E-01  -0.43157E-02
 0.44784E+00   0.37379E-01  -0.41765E-02
 0.44934E+00   0.37142E-01  -0.40402E-02
 0.45079E+00   0.36926E-01  -0.39058E-02
 0.45219E+00   0.36737E-01  -0.37710E-02
 0.45353E+00   0.36583E-01  -0.36340E-02
 0.45482E+00   0.36458E-01  -0.34937E-02
 0.45606E+00   0.36357E-01  -0.33500E-02
 0.45726E+00   0.36278E-01  -0.32034E-02
 0.45841E+00   0.36215E-01  -0.30567E-02
 0.45952E+00   0.36170E-01  -0.29114E-02
 0.46058E+00   0.36140E-01  -0.27697E-02
 0.46160E+00   0.36124E-01  -0.26329E-02
 0.46259E+00   0.36121E-01  -0.25021E-02
 0.46353E+00   0.36126E-01  -0.23775E-02
 0.46444E+00   0.36138E-01  -0.22583E-02
 0.46532E+00   0.36151E-01  -0.21440E-02
 0.16050E-02   0.70000E-01  -0.20195E-01
 0.20393E-01   0.70000E-01  -0.20574E-01
 0.38460E-01   0.70000E-01  -0.20899E-01
 0.55833E-01   0.70000E-01  -0.21176E-01
 0.72538E-01   0.70000E-01  -0.21386E-01
 0.88601E-01   0.70000E-01  -0.21519E-01
 0.10405E+00   0.70000E-01  -0.21567E-01
 0.11890E+00   0.69998E-01  -0.21545E-01
 0.13318E+00   0.70000E-01  -0.21476E-01
 0.14691E+00   0.70000E-01  -0.21373E-01
 0.16011E+00   0.69967E-01  -0.21248E-01
 0.17281E+00   0.69783E-01  -0.21090E-01
 0.18501E+00   0.69550E-01  -0.20904E-01
 0.19674E+00   0.69212E-01  -0.20667E-01
 0.20802E+00   0.68811E-01  -0.20413E-01
 0.21885E+00   0.68319E-01  -0.20111E-01
 0.22927E+00   0.67758E-01  -0.19766E-01
 0.23927E+00   0.67155E-01  -0.19384E-01
 0.24889E+00   0.66524E-01  -0.18969E-01
 0.25814E+00   0.65899E-01  -0.18548E-01
 0.26702E+00   0.65253E-01  -0.18117E-01
 0.27556E+00   0.64581E-01  -0.17673E-01
 0.28376E+00   0.63869E-01  -0.17204E-01
 0.29164E+00   0.63108E-01  -0.16696E-01
 0.29920E+00   0.62311E-01  -0.16138E-01
 0.30647E+00   0.61504E-01  -0.15534E-01
 0.31344E+00   0.60712E-01  -0.14912E-01
 0.32015E+00   0.59939E-01  -0.14302E-01
 0.32660E+00   0.59186E-01  -0.13722E-01
 0.33280E+00   0.58446E-01  -0.13182E-01
 0.33876E+00   0.57716E-01  -0.12675E-01
 0.34448E+00   0.56992E-01  -0.12197E-01
 0.34999E+00   0.56270E-01  -0.11734E-01
 0.35528E+00   0.55549E-01  -0.11275E-01
 0.36036E+00   0.54832E-01  -0.10808E-01
 0.36524E+00   0.54128E-01  -0.10353E-01
 0.36993E+00   0.53442E-01  -0.99267E-02
 0.37444E+00   0.52772E-01  -0.95265E-02
 0.37878E+00   0.52122E-01  -0.91643E-02
 0.38296E+00   0.51488E-01  -0.88388E-02
 0.38697E+00   0.50869E-01  -0.85457E-02
 0.39083E+00   0.50264E-01  -0.82792E-02
 0.39454E+00   0.49667E-01  -0.80301E-02
 0.39810E+00   0.49083E-01  -0.77982E-02
 0.40152E+00   0.48508E-01  -0.75785E-02
 0.40482E+00   0.47944E-01  -0.73696E-02
 0.40798E+00   0.47390E-01  -0.71630E-02
 0.41102E+00   0.46844E-01  -0.69497E-02
 0.41393E+00   0.46305E-01  -0.67244E-02
 0.41673E+00   0.45777E-01  -0.64911E-02
 0.41942E+00   0.45264E-01  -0.62572E-02
 0.42201E+00   0.44765E-01  -0.60258E-02
 0.42450E+00   0.44280E-01  -0.58016E-02
 0.42689E+00   0.43809E-01  -0.55899E-02
 0.42918E+00   0.43353E-01  -0.53922E-02
 0.43139E+00   0.42908E-01  -0.52053E-02
 0.43351E+00   0.42473E-01  -0.50271E-02
 0.43556E+00   0.42054E-01  -0.48557E-02
 0.43752E+00   0.41659E-01  -0.46871E-02
 0.43941E+00   0.41287E-01  -0.45239E-02
 0.44123E+00   0.40937E-01  -0.43703E-02
 0.44298E+00   0.40613E-01  -0.42221E-02
 0.44466E+00   0.40319E-01  -0.40760E-02
 0.44628E+00   0.40048E-01  -0.39332E-02
 0.44785E+00   0.39797E-01  -0.37943E-02
 0.44935E+00   0.39564E-01  -0.36572E-02
 0.45080E+00   0.39349E-01  -0.35198E-02
 0.45219E+00   0.39160E-01  -0.33802E-02
 0.45353E+00   0.39003E-01  -0.32370E-02
 0.45482E+00   0.38875E-01  -0.30915E-02
 0.45606E+00   0.38770E-01  -0.29456E-02
 0.45726E+00   0.38686E-01  -0.28007E-02
 0.45841E+00   0.38620E-01  -0.26588E-02
 0.45951E+00   0.38570E-01  -0.25213E-02
 0.46058E+00   0.38535E-01  -0.23891E-02
 0.46160E+00   0.38514E-01  -0.22631E-02
 0.46258E+00   0.38504E-01  -0.21437E-02
 0.46353E+00   0.38504E-01  -0.20306E-02
 0.46444E+00   0.38510E-01  -0.19228E-02
 0.46532E+00   0.38517E-01  -0.18197E-02
 0.16050E-02   0.70000E-01  -0.17984E-01
 0.20382E-01   0.70000E-01  -0.18342E-01
 0.38438E-01   0.70000E-01  -0.18648E-01
 0.55799E-01   0.70000E-01  -0.18909E-01
 0.72494E-01   0.70000E-01  -0.19107E-01
 0.88547E-01   0.70000E-01  -0.19232E-01
 0.10398E+00   0.70000E-01  -0.19277E-01
 0.11883E+00   0.70000E-01  -0.19257E-01
 0.13310E+00   0.70000E-01  -0.19193E-01
 0.14682E+00   0.70000E-01  -0.19096E-01
 0.16001E+00   0.69998E-01  -0.18978E-01
 0.17270E+00   0.69968E-01  -0.18838E-01
 0.18490E+00   0.69885E-01  -0.18678E-01
 0.19662E+00   0.69779E-01  -0.18502E-01
 0.20789E+00   0.69414E-01  -0.18268E-01
 0.21873E+00   0.69045E-01  -0.18017E-01
 0.22914E+00   0.68613E-01  -0.17735E-01
 0.23915E+00   0.68150E-01  -0.17430E-01
 0.24878E+00   0.67666E-01  -0.17110E-01
 0.25803E+00   0.67181E-01  -0.16793E-01
 0.26692E+00   0.66656E-01  -0.16467E-01
 0.27547E+00   0.66082E-01  -0.16120E-01
 0.28368E+00   0.65445E-01  -0.15735E-01
 0.29156E+00   0.64745E-01  -0.15304E-01
 0.29913E+00   0.64003E-01  -0.14823E-01
 0.30639E+00   0.63249E-01  -0.14297E-01
 0.31338E+00   0.62508E-01  -0.13755E-01
 0.32009E+00   0.61780E-01  -0.13222E-01
 0.32655E+00   0.61068E-01  -0.12717E-01
 0.33275E+00   0.60363E-01  -0.12245E-01
 0.33872E+00   0.59665E-01  -0.11804E-01
 0.34445E+00   0.58965E-01  -0.11377E-01
 0.34996E+00   0.58260E-01  -0.10949E-01
 0.35524E+00   0.57552E-01  -0.10510E-01
 0.36032E+00   0.56850E-01  -0.10070E-01
 0.36521E+00   0.56165E-01  -0.96441E-02
 0.36990E+00   0.55499E-01  -0.92546E-02
 0.37442E+00   0.54851E-01  -0.88961E-02
 0.37876E+00   0.54221E-01  -0.85712E-02
 0.38294E+00   0.53604E-01  -0.82697E-02
 0.38695E+00   0.53000E-01  -0.79939E-02
 0.39081E+00   0.52407E-01  -0.77346E-02
 0.39452E+00   0.51823E-01  -0.74919E-02
 0.39808E+00   0.51252E-01  -0.72662E-02
 0.40151E+00   0.50690E-01  -0.70517E-02
 0.40480E+00   0.50138E-01  -0.68497E-02
 0.40796E+00   0.49596E-01  -0.66481E-02
 0.41100E+00   0.49063E-01  -0.64411E-02
 0.41392E+00   0.48535E-01  -0.62166E-02
 0.41672E+00   0.48020E-01  -0.59904E-02
 0.41941E+00   0.47518E-01  -0.57594E-02
 0.42200E+00   0.47032E-01  -0.55365E-02
 0.42449E+00   0.46559E-01  -0.53207E-02
 0.42688E+00   0.46101E-01  -0.51162E-02
 0.42918E+00   0.45659E-01  -0.49335E-02
 0.43139E+00   0.45226E-01  -0.47595E-02
 0.43351E+00   0.44804E-01  -0.45905E-02
 0.43555E+00   0.44397E-01  -0.44271E-02
 0.43752E+00   0.44013E-01  -0.42664E-02
 0.43941E+00   0.43650E-01  -0.41104E-02
 0.44123E+00   0.43309E-01  -0.39620E-02
 0.44298E+00   0.42992E-01  -0.38178E-02
 0.44466E+00   0.42703E-01  -0.36745E-02
 0.44629E+00   0.42437E-01  -0.35314E-02
 0.44785E+00   0.42189E-01  -0.33886E-02
 0.44935E+00   0.41957E-01  -0.32471E-02
 0.45079E+00   0.41743E-01  -0.31069E-02
 0.45219E+00   0.41554E-01  -0.29659E-02
 0.45353E+00   0.41396E-01  -0.28232E-02
 0.45482E+00   0.41266E-01  -0.26808E-02
 0.45606E+00   0.41159E-01  -0.25414E-02
 0.45725E+00   0.41072E-01  -0.24065E-02
 0.45840E+00   0.41002E-01  -0.22768E-02
 0.45951E+00   0.40948E-01  -0.21523E-02
 0.46058E+00   0.40909E-01  -0.20330E-02
 0.46160E+00   0.40882E-01  -0.19185E-02
 0.46258E+00   0.40868E-01  -0.18085E-02
 0.46353E+00   0.40861E-01  -0.17027E-02
 0.46444E+00   0.40860E-01  -0.16011E-02
 0.46532E+00   0.40861E-01  -0.15033E-02
 0.16050E-02   0.70000E-01  -0.15796E-01
 0.20371E-01   0.70000E-01  -0.16132E-01
 0.38415E-01   0.70000E-01  -0.16419E-01
 0.55767E-01   0.70000E-01  -0.16664E-01
 0.72451E-01   0.70000E-01  -0.16850E-01
 0.88495E-01   0.70000E-01  -0.16968E-01
 0.10392E+00   0.70000E-01  -0.17011E-01
 0.11875E+00   0.70000E-01  -0.16992E-01
 0.13302E+00   0.70000E-01  -0.16932E-01
 0.14673E+00   0.70000E-01  -0.16841E-01
 0.15992E+00   0.70000E-01  -0.16731E-01
 0.17260E+00   0.70000E-01  -0.16600E-01
 0.18479E+00   0.70000E-01  -0.16454E-01
 0.19651E+00   0.69984E-01  -0.16297E-01
 0.20778E+00   0.69836E-01  -0.16103E-01
 0.21861E+00   0.69611E-01  -0.15897E-01
 0.22903E+00   0.69327E-01  -0.15672E-01
 0.23904E+00   0.68999E-01  -0.15432E-01
 0.24867E+00   0.68652E-01  -0.15188E-01
 0.25792E+00   0.68289E-01  -0.14948E-01
 0.26682E+00   0.67886E-01  -0.14711E-01
 0.27537E+00   0.67418E-01  -0.14451E-01
 0.28358E+00   0.66870E-01  -0.14151E-01
 0.29147E+00   0.66250E-01  -0.13803E-01
 0.29904E+00   0.65585E-01  -0.13411E-01
 0.30632E+00   0.64905E-01  -0.12977E-01
 0.31331E+00   0.64231E-01  -0.12529E-01
 0.32004E+00   0.63566E-01  -0.12093E-01
 0.32650E+00   0.62911E-01  -0.11685E-01
 0.33271E+00   0.62251E-01  -0.11298E-01
 0.33868E+00   0.61581E-01  -0.10915E-01
 0.34442E+00   0.60901E-01  -0.10525E-01
 0.34992E+00   0.60211E-01  -0.10126E-01
 0.35521E+00   0.59519E-01  -0.97150E-02
 0.36029E+00   0.58839E-01  -0.93125E-02
 0.36518E+00   0.58178E-01  -0.89367E-02
 0.36988E+00   0.57533E-01  -0.85843E-02
 0.37440E+00   0.56905E-01  -0.82584E-02
 0.37874E+00   0.56290E-01  -0.79495E-02
 0.38292E+00   0.55686E-01  -0.76622E-02
 0.38693E+00   0.55094E-01  -0.73898E-02
 0.39079E+00   0.54515E-01  -0.71413E-02
 0.39450E+00   0.53945E-01  -0.69091E-02
 0.39806E+00   0.53388E-01  -0.66962E-02
 0.40149E+00   0.52840E-01  -0.64946E-02
 0.40478E+00   0.52302E-01  -0.63037E-02
 0.40795E+00   0.51774E-01  -0.61086E-02
 0.41098E+00   0.51252E-01  -0.59061E-02
 0.41390E+00   0.50737E-01  -0.56886E-02
 0.41671E+00   0.50235E-01  -0.54695E-02
 0.41940E+00   0.49746E-01  -0.52494E-02
 0.42199E+00   0.49272E-01  -0.50330E-02
 0.42448E+00   0.48812E-01  -0.48259E-02
 0.42687E+00   0.48367E-01  -0.46340E-02
 0.42917E+00   0.47937E-01  -0.44597E-02
 0.43138E+00   0.47518E-01  -0.42963E-02
 0.43351E+00   0.47108E-01  -0.41379E-02
 0.43555E+00   0.46713E-01  -0.39820E-02
 0.43752E+00   0.46339E-01  -0.38292E-02
 0.43941E+00   0.45986E-01  -0.36795E-02
 0.44123E+00   0.45652E-01  -0.35327E-02
 0.44298E+00   0.45342E-01  -0.33881E-02
 0.44467E+00   0.45059E-01  -0.32448E-02
 0.44629E+00   0.44796E-01  -0.31013E-02
 0.44785E+00   0.44551E-01  -0.29578E-02
 0.44935E+00   0.44322E-01  -0.28170E-02
 0.45080E+00   0.44110E-01  -0.26805E-02
 0.45219E+00   0.43923E-01  -0.25460E-02
 0.45353E+00   0.43766E-01  -0.24121E-02
 0.45482E+00   0.43635E-01  -0.22802E-02
 0.45606E+00   0.43525E-01  -0.21526E-02
 0.45725E+00   0.43436E-01  -0.20301E-02
 0.45841E+00   0.43363E-01  -0.19122E-02
 0.45951E+00   0.43305E-01  -0.17980E-02
 0.46058E+00   0.43260E-01  -0.16870E-02
 0.46160E+00   0.43228E-01  -0.15787E-02
 0.46259E+00   0.43207E-01  -0.14723E-02
 0.46353E+00   0.43193E-01  -0.13682E-02
 0.46444E+00   0.43185E-01  -0.12670E-02
 0.46532E+00   0.43179E-01  -0.11692E-02
 0.16050E-02   0.70000E-01  -0.13629E-01
 0.20361E-01   0.70000E-01  -0.13944E-01
 0.38395E-01   0.70000E-01  -0.14212E-01
 0.55738E-01   0.70000E-01  -0.14442E-01
 0.72413E-01   0.70000E-01  -0.14616E-01
 0.88447E-01   0.70000E-01  -0.14726E-01
 0.10387E+00   0.70000E-01  -0.14767E-01
 0.11869E+00   0.70000E-01  -0.14750E-01
 0.13295E+00   0.70000E-01  -0.14693E-01
 0.14665E+00   0.70000E-01  -0.14608E-01
 0.15983E+00   0.70000E-01  -0.14505E-01
 0.17250E+00   0.70000E-01  -0.14383E-01
 0.18469E+00   0.70000E-01  -0.14247E-01
 0.19640E+00   0.70000E-01  -0.14101E-01
 0.20767E+00   0.69980E-01  -0.13925E-01
 0.21850E+00   0.69897E-01  -0.13745E-01
 0.22891E+00   0.69783E-01  -0.13562E-01
 0.23892E+00   0.69615E-01  -0.13375E-01
 0.24855E+00   0.69420E-01  -0.13193E-01
 0.25780E+00   0.69180E-01  -0.13016E-01
 0.26670E+00   0.68895E-01  -0.12846E-01
 0.27525E+00   0.68539E-01  -0.12658E-01
 0.28347E+00   0.68090E-01  -0.12431E-01
 0.29136E+00   0.67579E-01  -0.12172E-01
 0.29895E+00   0.67023E-01  -0.11881E-01
 0.30624E+00   0.66455E-01  -0.11566E-01
 0.31325E+00   0.65888E-01  -0.11249E-01
 0.31998E+00   0.65307E-01  -0.10932E-01
 0.32645E+00   0.64707E-01  -0.10614E-01
 0.33267E+00   0.64083E-01  -0.10289E-01
 0.33864E+00   0.63439E-01  -0.99518E-02
 0.34437E+00   0.62781E-01  -0.96026E-02
 0.34988E+00   0.62115E-01  -0.92452E-02
 0.35517E+00   0.61449E-01  -0.88821E-02
 0.36026E+00   0.60795E-01  -0.85303E-02
 0.36515E+00   0.60155E-01  -0.81901E-02
 0.36985E+00   0.59527E-01  -0.78616E-02
 0.37437E+00   0.58913E-01  -0.75488E-02
 0.37871E+00   0.58311E-01  -0.72504E-02
 0.38289E+00   0.57723E-01  -0.69779E-02
 0.38691E+00   0.57148E-01  -0.67258E-02
 0.39077E+00   0.56587E-01  -0.64985E-02
 0.39448E+00   0.56034E-01  -0.62896E-02
 0.39804E+00   0.55494E-01  -0.60957E-02
 0.40147E+00   0.54961E-01  -0.59114E-02
 0.40476E+00   0.54437E-01  -0.57302E-02
 0.40793E+00   0.53921E-01  -0.55427E-02
 0.41097E+00   0.53411E-01  -0.53398E-02
 0.41388E+00   0.52909E-01  -0.51303E-02
 0.41669E+00   0.52420E-01  -0.49217E-02
 0.41939E+00   0.51944E-01  -0.47104E-02
 0.42198E+00   0.51483E-01  -0.45058E-02
 0.42447E+00   0.51037E-01  -0.43136E-02
 0.42686E+00   0.50607E-01  -0.41363E-02
 0.42917E+00   0.50190E-01  -0.39740E-02
 0.43138E+00   0.49782E-01  -0.38180E-02
 0.43351E+00   0.49384E-01  -0.36642E-02
 0.43555E+00   0.49000E-01  -0.35127E-02
 0.43752E+00   0.48636E-01  -0.33653E-02
 0.43941E+00   0.48293E-01  -0.32208E-02
 0.44123E+00   0.47967E-01  -0.30766E-02
 0.44298E+00   0.47664E-01  -0.29336E-02
 0.44467E+00   0.47386E-01  -0.27930E-02
 0.44629E+00   0.47128E-01  -0.26550E-02
 0.44785E+00   0.46888E-01  -0.25203E-02
 0.44935E+00   0.46663E-01  -0.23901E-02
 0.45080E+00   0.46455E-01  -0.22646E-02
 0.45219E+00   0.46270E-01  -0.21415E-02
 0.45353E+00   0.46113E-01  -0.20193E-02
 0.45482E+00   0.45981E-01  -0.18983E-02
 0.45606E+00   0.45870E-01  -0.17798E-02
 0.45726E+00   0.45777E-01  -0.16639E-02
 0.45841E+00   0.45700E-01  -0.15505E-02
 0.45952E+00   0.45637E-01  -0.14391E-02
 0.46058E+00   0.45586E-01  -0.13295E-02
 0.46160E+00   0.45547E-01  -0.12216E-02
 0.46259E+00   0.45519E-01  -0.11152E-02
 0.46353E+00   0.45498E-01  -0.10107E-02
 0.46444E+00   0.45482E-01  -0.90903E-03
 0.46532E+00   0.45469E-01  -0.81066E-03
 0.16050E-02   0.70000E-01  -0.11484E-01
 0.20351E-01   0.70000E-01  -0.11777E-01
 0.38378E-01   0.70000E-01  -0.12027E-01
 0.55711E-01   0.70000E-01  -0.12241E-01
 0.72377E-01   0.70000E-01  -0.12404E-01
 0.88404E-01   0.70000E-01  -0.12507E-01
 0.10381E+00   0.70000E-01  -0.12545E-01
 0.11863E+00   0.70000E-01  -0.12529E-01
 0.13288E+00   0.70000E-01  -0.12477E-01
 0.14658E+00   0.70000E-01  -0.12398E-01
 0.15975E+00   0.70000E-01  -0.12302E-01
 0.17242E+00   0.70000E-01  -0.12188E-01
 0.18459E+00   0.70000E-01  -0.12061E-01
 0.19630E+00   0.70000E-01  -0.11925E-01
 0.20756E+00   0.70000E-01  -0.11761E-01
 0.21839E+00   0.69991E-01  -0.11596E-01
 0.22880E+00   0.69970E-01  -0.11432E-01
 0.23881E+00   0.69924E-01  -0.11271E-01
 0.24843E+00   0.69852E-01  -0.11122E-01
 0.25768E+00   0.69721E-01  -0.10982E-01
 0.26658E+00   0.69548E-01  -0.10853E-01
 0.27513E+00   0.69319E-01  -0.10717E-01
 0.28335E+00   0.69007E-01  -0.10558E-01
 0.29125E+00   0.68644E-01  -0.10385E-01
 0.29885E+00   0.68259E-01  -0.10212E-01
 0.30615E+00   0.67851E-01  -0.10032E-01
 0.31316E+00   0.67406E-01  -0.98393E-02
 0.31991E+00   0.66906E-01  -0.96195E-02
 0.32638E+00   0.66369E-01  -0.93823E-02
 0.33260E+00   0.65796E-01  -0.91272E-02
 0.33858E+00   0.65198E-01  -0.88584E-02
 0.34432E+00   0.64580E-01  -0.85717E-02
 0.34983E+00   0.63951E-01  -0.82752E-02
 0.35513E+00   0.63316E-01  -0.79648E-02
 0.36022E+00   0.62686E-01  -0.76506E-02
 0.36511E+00   0.62064E-01  -0.73339E-02
 0.36981E+00   0.61457E-01  -0.70313E-02
 0.37434E+00   0.60861E-01  -0.67416E-02
 0.37868E+00   0.60286E-01  -0.64831E-02
 0.38286E+00   0.59720E-01  -0.62435E-02
 0.38688E+00   0.59169E-01  -0.60298E-02
 0.39074E+00   0.58628E-01  -0.58312E-02
 0.39445E+00   0.58094E-01  -0.56465E-02
 0.39802E+00   0.57569E-01  -0.54694E-02
 0.40145E+00   0.57049E-01  -0.52917E-02
 0.40474E+00   0.56536E-01  -0.51114E-02
 0.40791E+00   0.56030E-01  -0.49200E-02
 0.41095E+00   0.55533E-01  -0.47249E-02
 0.41387E+00   0.55044E-01  -0.45250E-02
 0.41667E+00   0.54570E-01  -0.43298E-02
 0.41937E+00   0.54110E-01  -0.41386E-02
 0.42197E+00   0.53665E-01  -0.39553E-02
 0.42446E+00   0.53235E-01  -0.37839E-02
 0.42686E+00   0.52818E-01  -0.36237E-02
 0.42916E+00   0.52414E-01  -0.34696E-02
 0.43138E+00   0.52018E-01  -0.33173E-02
 0.43351E+00   0.51631E-01  -0.31671E-02
 0.43555E+00   0.51259E-01  -0.30210E-02
 0.43752E+00   0.50905E-01  -0.28793E-02
 0.43941E+00   0.50571E-01  -0.27411E-02
 0.44124E+00   0.50255E-01  -0.26049E-02
 0.44299E+00   0.49959E-01  -0.24706E-02
 0.44468E+00   0.49688E-01  -0.23391E-02
 0.44630E+00   0.49436E-01  -0.22127E-02
 0.44786E+00   0.49201E-01  -0.20918E-02
 0.44936E+00   0.48981E-01  -0.19739E-02
 0.45081E+00   0.48776E-01  -0.18572E-02
 0.45220E+00   0.48593E-01  -0.17405E-02
 0.45354E+00   0.48436E-01  -0.16233E-02
 0.45483E+00   0.48302E-01  -0.15063E-02
 0.45607E+00   0.48188E-01  -0.13905E-02
 0.45727E+00   0.48091E-01  -0.12760E-02
 0.45842E+00   0.48008E-01  -0.11626E-02
 0.45952E+00   0.47940E-01  -0.10498E-02
 0.46059E+00   0.47883E-01  -0.93795E-03
 0.46161E+00   0.47837E-01  -0.82742E-03
 0.46259E+00   0.47801E-01  -0.71849E-03
 0.46354E+00   0.47773E-01  -0.61181E-03
 0.46444E+00   0.47750E-01  -0.50807E-03
 0.46532E+00   0.47729E-01  -0.40776E-03
 0.16050E-02   0.70000E-01  -0.93598E-02
 0.20343E-01   0.70000E-01  -0.96319E-02
 0.38361E-01   0.70000E-01  -0.98642E-02
 0.55685E-01   0.70000E-01  -0.10063E-01
 0.72344E-01   0.70000E-01  -0.10214E-01
 0.88363E-01   0.70000E-01  -0.10310E-01
 0.10377E+00   0.70000E-01  -0.10345E-01
 0.11858E+00   0.70000E-01  -0.10330E-01
 0.13282E+00   0.70000E-01  -0.10282E-01
 0.14651E+00   0.70000E-01  -0.10209E-01
 0.15968E+00   0.70000E-01  -0.10120E-01
 0.17234E+00   0.70000E-01  -0.10014E-01
 0.18451E+00   0.70000E-01  -0.98964E-02
 0.19621E+00   0.70000E-01  -0.97711E-02
 0.20747E+00   0.70000E-01  -0.96185E-02
 0.21829E+00   0.70000E-01  -0.94655E-02
 0.22869E+00   0.70000E-01  -0.93133E-02
 0.23869E+00   0.70000E-01  -0.91663E-02
 0.24831E+00   0.69991E-01  -0.90302E-02
 0.25756E+00   0.69955E-01  -0.89088E-02
 0.26646E+00   0.69907E-01  -0.88048E-02
 0.27501E+00   0.69818E-01  -0.87044E-02
 0.28323E+00   0.69676E-01  -0.86020E-02
 0.29114E+00   0.69482E-01  -0.85014E-02
 0.29873E+00   0.69219E-01  -0.83955E-02
 0.30604E+00   0.68919E-01  -0.82838E-02
 0.31306E+00   0.68594E-01  -0.81713E-02
 0.31981E+00   0.68217E-01  -0.80484E-02
 0.32629E+00   0.67788E-01  -0.79079E-02
 0.33252E+00   0.67310E-01  -0.77491E-02
 0.33850E+00   0.66790E-01  -0.75676E-02
 0.34425E+00   0.66236E-01  -0.73605E-02
 0.34977E+00   0.65657E-01  -0.71303E-02
 0.35507E+00   0.65065E-01  -0.68778E-02
 0.36017E+00   0.64471E-01  -0.66108E-02
 0.36506E+00   0.63887E-01  -0.63487E-02
 0.36977E+00   0.63317E-01  -0.61020E-02
 0.37430E+00   0.62761E-01  -0.58754E-02
 0.37865E+00   0.62219E-01  -0.56716E-02
 0.38284E+00   0.61686E-01  -0.54878E-02
 0.38686E+00   0.61159E-01  -0.53103E-02
 0.39072E+00   0.60638E-01  -0.51419E-02
 0.39443E+00   0.60118E-01  -0.49676E-02
 0.39800E+00   0.59604E-01  -0.47913E-02
 0.40143E+00   0.59095E-01  -0.46105E-02
 0.40472E+00   0.58593E-01  -0.44293E-02
 0.40789E+00   0.58099E-01  -0.42425E-02
 0.41093E+00   0.57616E-01  -0.40582E-02
 0.41385E+00   0.57145E-01  -0.38787E-02
 0.41666E+00   0.56687E-01  -0.37061E-02
 0.41936E+00   0.56245E-01  -0.35406E-02
 0.42196E+00   0.55818E-01  -0.33852E-02
 0.42446E+00   0.55404E-01  -0.32350E-02
 0.42686E+00   0.55000E-01  -0.30855E-02
 0.42916E+00   0.54608E-01  -0.29368E-02
 0.43138E+00   0.54223E-01  -0.27889E-02
 0.43351E+00   0.53849E-01  -0.26450E-02
 0.43556E+00   0.53488E-01  -0.25074E-02
 0.43753E+00   0.53146E-01  -0.23747E-02
 0.43942E+00   0.52822E-01  -0.22468E-02
 0.44125E+00   0.52516E-01  -0.21243E-02
 0.44300E+00   0.52230E-01  -0.20043E-02
 0.44469E+00   0.51965E-01  -0.18850E-02
 0.44631E+00   0.51720E-01  -0.17681E-02
 0.44788E+00   0.51489E-01  -0.16540E-02
 0.44938E+00   0.51272E-01  -0.15404E-02
 0.45082E+00   0.51069E-01  -0.14257E-02
