ArcLength_m,Tension_Min_kN,Tension_Max_kN,Tension_Mean_kN,Y_Min_m,Y_Max_m,Strain_Min_pct,Strain_Max_pct,BendStress_Min_MPa,BendStress_Max_MPa,TensStress_Min_MPa,TensStress_Max_MPa,CombinedUtil
3497.5966361367246,0.5498944091796875,0.6988616943359375,0.6141344550104425,93.4276406124374,98.97617882044521,0.4462595028234644,0.5689655729130961,16.23715660044923,133.87288183689304,9.237571708445712,11.77758735930109,0.3249970193556001
3498.0966194839357,0.5495709838867188,0.6981576538085937,0.6144564378190749,93.43894109875184,98.9835005775116,0.4460075607426797,0.5683720220399489,16.12890433760976,134.0694085743297,9.23235650737347,11.76530085622694,0.32540812360637006
3498.596602831146,0.5496041870117188,0.697935302734375,0.6144527074228419,93.45044371218185,98.99108931154709,0.4460491741423424,0.5681745602528363,16.238990016156826,134.04697569979402,9.233217904746489,11.76121339723371,0.3253489474883886
3499.096586178357,0.5496390991210938,0.69771923828125,0.6144482482305847,93.46214083885353,98.99894122337501,0.4460926345929075,0.5679824600628293,16.212120074920527,134.15015516514595,9.234117536073185,11.757236923300567,0.32557030397766173
3499.5965695255672,0.5493255615234375,0.6970446166992188,0.6147696992477567,93.47402867954467,99.00705251377319,0.4458501453182722,0.5674136715776431,16.138200930211582,134.30803618951416,9.229098008088236,11.745463001657212,0.32589631990575535
3500.0965528727784,0.5493643188476562,0.6968402709960938,0.6147656346689356,93.48609580559315,99.01542319817128,0.44589763790169945,0.5672315964263359,16.388001749267154,134.24996757499957,9.23008110456518,11.741694046025152,0.32575833870945187
3500.5965362199886,0.54940478515625,0.6966419067382813,0.6147608533802599,93.49833841768609,99.0240494772564,0.44594696467348,0.5670546376923017,16.096833181450766,134.23479098445003,9.231102168741035,11.738031000230645,0.3257163009069556
3501.0965195671997,0.5491023559570313,0.6959923706054687,0.6150816614132115,93.51075653116278,99.0329275516706,0.44571489267689074,0.5665070667441819,16.196594054389507,134.30871793364176,9.226298278411639,11.726696281604566,0.3258559660139815
3501.59650291441,0.5491465454101563,0.6958049926757812,0.6150772711121211,93.52333871722564,99.0420536220108,0.4457681223686921,0.566339544053103,16.182180434531073,134.19894079187435,9.227400133031928,11.723228561899232,0.3256032772129148
3502.096486261621,0.5491925048828125,0.6956232299804688,0.6150721483891554,93.53607736172954,99.05142007413188,0.44582322050416456,0.5661768444661337,16.040504022593872,134.14384795541105,9.228540664436206,11.719860680448965,0.325472830952246
3502.5964696088313,0.5489022216796875,0.6949931030273437,0.6153921835115641,93.5489648504845,99.06103073793567,0.44560237085121707,0.5656458484575893,16.2803785871648,134.14482819741423,9.223969076620193,11.708869063072097,0.32545049208046584
3503.0964529560424,0.5489520263671875,0.6948214111328125,0.615387447546024,93.56200119865049,99.07087418449034,0.445661437370953,0.5654918497125665,16.122063403545425,133.97124528965244,9.225191753578725,11.705681289050126,0.3250560550078891
3503.5964363032526,0.54900341796875,0.6946549072265625,0.6153819767413753,93.57517497725108,99.08094661421397,0.445722202886244,0.565342332399499,16.11745963200367,134.0253128633353,9.22644959974525,11.702586280669632,0.3251697925872021
3504.0964196504638,0.5487265014648437,0.694048828125,0.6157011114441523,93.58847857196277,99.09124804217761,0.4455135218833054,0.5648234252057769,16.223805347206472,134.07229414313974,9.222129902984422,11.69184490175958,0.32525065645147533
3504.596402997674,0.5487817993164062,0.693908203125,0.6156960201452274,93.60190818311492,99.10176703931609,0.44557826465156786,0.5646819778111959,16.175798709478673,134.075594869385,9.223470078287455,11.688916940691756,0.3252514882206571
3505.096386344885,0.5488388061523437,0.69377197265625,0.6156901915899597,93.61545238159822,99.11250362061189,0.4456447844036892,0.564550942744565,16.346616869157096,134.20483360351864,9.224847037156366,11.686204514812493,0.32553381256385816
3505.5963696920953,0.5485763549804688,0.6932159423828125,0.6160082796304533,93.62910736765373,99.12345398630607,0.44544910821245076,0.5640827801552117,16.23444625753836,134.39102136622986,9.22079653999773,11.676513549212883,0.32592763850416334
3506.0963530393065,0.54863720703125,0.693087646484375,0.6160028166818147,93.64286171208404,99.1346105218985,0.44551950755211556,0.5639664163938246,16.357963123300355,134.35668438685758,9.222253806328792,11.67410481935217,0.32584564600499233
3506.5963363865167,0.5486997680664063,0.6929633178710938,0.6159966086208231,93.6567116150423,99.1459694275423,0.4455916582633705,0.5638535665461011,16.330954314675463,134.49247819119682,9.223747326051768,11.671768827504293,0.326143436952792
3507.096319733728,0.5484530639648437,0.6924306640625,0.6163135049649984,93.67064946194064,99.15752308864963,0.4454099638349778,0.5634053755326267,16.303748413575747,134.63665307340275,9.21998625138404,11.662491273525372,0.3264444399624958
3507.596303080938,0.5485195922851562,0.6923135986328125,0.6163076425684562,93.68466382345018,99.16926770528612,0.4454860399657075,0.5632990160041432,16.506578730894308,134.5643224862389,9.221561027290145,11.660289631285766,0.32627813255177657
3508.096286428149,0.5485877685546875,0.6922002563476563,0.616301038081103,93.69875089959298,99.18119947747384,0.44556378841944677,0.5631959853027361,16.248250512803356,134.58264779272986,9.223170420282548,11.65815689576664,0.3263142638277731
3508.5962697753594,0.5483580322265625,0.6916863403320312,0.6166164997969523,93.71290307565027,99.19331079049402,0.4453969922733119,0.5627640000927293,16.360804050720823,134.69323492630684,9.219717740057556,11.649214801919495,0.32654106937894495
3509.0962531225705,0.5484302368164062,0.6915796508789063,0.6166102192189433,93.72711273685987,99.20559402958447,0.4454786550444345,0.5626669897730143,16.270686993035902,134.5729051617654,9.221408159419795,11.647206688301397,0.3262680908847762
3509.5962364697807,0.5485042114257812,0.6914763793945312,0.6166031760036356,93.74136845371893,99.2180453946369,0.44556205819788525,0.5625730737065048,16.19023053023206,134.5043159417314,9.223134604696224,11.645262625724648,0.326110706519725
3510.096219816992,0.5482927856445312,0.6909776000976563,0.6169169190661742,93.7556587966814,99.2306572708025,0.445411167027297,0.5621543833509055,16.356212526873612,134.560227414583,9.220011157465047,11.636595735363743,0.32621612566856073
3510.596203164202,0.5483707885742187,0.69088037109375,0.6169101798180306,93.76997996555247,99.24342204318918,0.4454984165748464,0.562066019195322,16.203151347363587,134.38671660665645,9.221817223099318,11.634766597343162,0.3258248810668696
3511.096186511413,0.5484505615234375,0.690786376953125,0.6169026640334933,93.784324345397,99.25633972625637,0.44558737056856723,0.561980615386081,16.215368832365,134.400424851489,9.223658570769343,11.632998738491876,0.32585152423441494
